,jk,kalimat,label,naon,propn,subyek,takso
685,84,ciri antrian berdasarkan asumsi probabilistik tentang kedatangan dan jumlah waktu layanan ukuran buffer server dan disiplin layanan menggambarkan dasar dasar waktu diskrit dan model rantai markov waktu kontinyu model sistem antrian sederhana misalnya mm   atau antrian mmcc sebagai rantai markov waktu kontinyu menghitung indikator kinerja utama seperti penundaan rata rata tingkat pemanfaatan sumber daya atau probabilitas kerugian di server tunggal sederhana atau desain sistem multi server antrian simulasi dengan bahasa python untuk menganalisis bagaimana sistem dengan sumber daya terbatas mendistribusikan mereka di antara pelanggan,2,0.5952380952380952,1,0,1
686,4,gamification yang dapat diakses,0,0.25,1,0,0
687,214,melihat permainan favorit anda tidak seperti sebelumnya tidak pernah bertanya tanya mengapa bertani untuk pedang besar dalam permainan fantasi terasa menghibur dan menyenangkan saat mengisi dokumen pelaporan aktivitas yang berulang yang hampir sama sangat membosankan jika anda tidak sendirian di bidang yang luas dari gamification menerapkan teknik dan pola dari mekanika dasar desain game hingga konteks non game untuk membuat tugas tugas bisnis lebih menyenangkan bagi pengguna  ini dapat menyebabkan peningkatan efisiensi dan akurasi dan bahkan memfasilitasi kesehatan yang lebih baik dengan mengurangi kelelahan  nbelum ada satu persyaratan khusus yang sering menjadi rintangan bagi upaya gamifikasi memenuhi persyaratan aksesibilitas  dalam kursus ilmu komputer ini  kita akan menyelidiki kasus penggunaan ini lebih dekat dan mendapatkan serangkaian pola baru yang merupakan representasi agnostik  anda akan mempelajari dasar dasar gamification dan aksesibilitas serta pelajaran dalam pengembangan game dan desain game  kita akan melihat permainan digital populer dan menggambar pola dari desain game dan mekanika permainan mereka  pada akhir kursus ini anda akan mendapatkan pemahaman yang lebih baik tentang masalah yang ada di tangan dan mempelajari pola dan teknik untuk menyebarkan gamification dalam lingkup yang lebih luas dan lebih abstrak  nbut diperingatkan anda mungkin melihat permainan digital favorit anda seperti anda tidak pernah melihat mereka sebelumnya sebagai kabel tetapi juga kombinasi yang disesuaikan dari penemuan dan tantangan pengembangan ,1,0.34579439252336447,1,1,1
688,29,apa gamification dan bagaimana kaitannya dengan proses bisnis umum nbasic aksesibilitas digital dan bagaimana ia berinteraksi dengan gamification nhow untuk memperoleh pola desain permainan dari permainan digital populer n,2,0.41379310344827586,1,0,1
689,4,antarmuka pengguna ui personalisasi,0,1.0,0,0,0
690,103,dalam kursus ini anda akan mempelajari dasar dasar personalisasi antarmuka pengguna dalam konteks situs web dan aplikasi web  anda akan belajar bagaimana personalisasi antarmuka pengguna dapat mengaktifkan halaman web untuk beradaptasi dengan keragaman kebutuhan terutama kebutuhan penyandang cacat  kursus ini akan menjelaskan perbedaan antara antarmuka pengguna yang dapat beradaptasi dan adaptif dan mengapa antarmuka pengguna yang dapat beradaptasi hanya cukup berhasil  anda akan menerima pengantar kerangka gpii infrastruktur inklusif publik global dan infrastrukturnya yang secara otomatis mengadaptasi antarmuka pengguna untuk kebutuhan dan preferensi pengguna  secara opsional anda juga akan belajar bagaimana membuat contoh aplikasi web yang dapat disesuaikan dengan menghubungkannya dengan kerangka gpii ,1,0.42718446601941745,1,1,1
691,57,perbedaan antara pengguna yang dapat beradaptasi dan adaptif antarmuka pendekatan umum untuk antarmuka pengguna personalisasi halaman web dan aplikasi web fitur yang dapat diadaptasi untuk mendukung beragam kebutuhan terutama kebutuhan penyandang cacat  bagaimana mengembangkan atau mengadaptasi aplikasi web situs web sehingga menjadi mudah beradaptasi dan kepribadian kerangka kerja gpii infrastruktur inklusif global dan bagaimana ia mendukung personalisasi,2,0.5087719298245614,1,0,1
692,3,manajemen risiko cybersecurity,0,0.6666666666666666,0,0,0
693,271,manajemen risiko cybersecurity memandu semakin banyak keputusan  risiko cybersecurity terus memiliki dampak penting terhadap penilaian dan mitigasi pemodelan risiko secara keseluruhan  tentu saja anda akan belajar tentang kerangka kerja manajemen risiko keamanan informasi umum dan praktik praktiknya serta cara mengidentifikasi dan memodelkan risiko keamanan informasi dan menerapkan kedua metode penilaian risiko kualitatif dan kuantitatif  memahami kerangka kerja ini akan memungkinkan anda mengartikulasikan konsekuensi bisnis dari risiko keamanan informasi yang teridentifikasi  keterampilan ini sangat penting untuk setiap profesional keamanan informasi yang sukses  tujuan dari kursus ini adalah untuk mengajarkan siswa kerangka manajemen risiko dengan metode penilaian kualitatif dan kuantitatif yang berkonsentrasi pada keamanan informasi adalah aspek risiko  hubungan antara risiko dan nilai bisnis akan dibahas melalui beberapa studi kasus industri  pertama anda akan belajar tentang prinsip prinsip manajemen risiko dan tiga elemen utama penilaian risiko analisis risiko dan mitigasi risiko  anda akan belajar untuk mengidentifikasi keamanan informasi terkait ancaman kerentanan menentukan tingkat risiko mendefinisikan kontrol dan perlindungan dan melakukan analisis biaya manfaat atau analisis dampak bisnis  kedua  kami akan memperkenalkan kerangka kerja kualitatif dan kuantitatif dan mendiskusikan perbedaan antara kedua kerangka ini  anda akan mempelajari detail tentang bagaimana menerapkan kerangka kerja ini dalam menilai risiko keamanan informasi  nthird kami akan memperluas kerangka kerja kuantitatif dengan pendekatan penambangan data dan pembelajaran mesin yang berlaku untuk analitik risiko berbasis data  anda akan menjelajahi persimpangan informasi keamanan data besar dan kecerdasan buatan  akhirnya anda akan menganalisis serangkaian studi kasus yang diperluas yang akan membantu anda memahami dan menggeneralisasi kerangka prinsip dan metode analisis dalam contoh aktual  ini adalah bagian dari program micromasters cybersecurity ritx yang mempersiapkan siswa untuk masuk dan maju dalam bidang keamanan komputasi ,1,0.4797047970479705,1,1,1
694,28,kerangka dan metodologi manajemen risiko keamanan informasi n mengidentifikasi dan memodelkan risiko keamanan informasi qualitative dan kuantitatif penilaian risiko metode articulating risiko keamanan informasi sebagai konsekuensi bisnis n,2,0.7142857142857143,1,0,1
695,2,keamanan jaringan,0,1.0,0,0,0
696,98,dalam kursus ini anda akan memeriksa berbagai bidang keamanan jaringan termasuk koleksi bukti deteksi intrusi dan pertahanan terhadap serangan cyber  masalah dan fasilitas yang tersedia bagi para pengacau dan administrator jaringan data juga akan diperiksa untuk mengilustrasikan efeknya  nyou akan mempelajari prinsip dan konsep keamanan jaringan data kabel dan nirkabel  anda akan dipandu melalui serangkaian laboratorium dan eksperimen untuk mengeksplorasi berbagai mekanisme untuk mengamankan jaringan data termasuk mekanisme lapisan fisik menyaring aplikasi dan enkripsi  nyou akan menganalisa serangan membela skenario dan menentukan efektivitas penyebaran pertahanan tertentu terhadap serangan  tentu saja ini adalah bagian dari program mikromasters cybersecurity ritx ,1,0.47959183673469385,1,1,1
697,31,bagaimana mengidentifikasi ketika serangan terjadi di dalam jaringan how untuk mengumpulkan bukti intrusi jaringan how untuk menguji jaringan dan sistem untuk kerentanan how untuk mempersiapkan dan bertahan terhadap serangan jaringan n,2,0.45161290322580644,1,0,1
698,4,pemrograman awal untuk guru,0,0.5,1,0,0
699,230,pemrograman menjadi keterampilan yang semakin penting untuk dimiliki  masa kanak kanak adalah saat yang tepat untuk memulai belajar pemrograman dan untuk mengembangkan kreativitas berpikir komputasional dan keterampilan memecahkan masalah  dalam kursus ini anda akan mempelajari dasar dasar pemrograman dan cara mengajarkannya sendiri sebagai guru sekolah dasar atau menengah  sekolah ini mengajarkan pemrograman di awal melalui video video lucu yang menjelaskan pemrograman dengan cara yang menginspirasi dan jelas  video ini disertai dengan tugas yang memungkinkan anak anak berlatih pemrograman dan membuat program yang akan mereka gunakan sendiri setiap minggu anda membuat proyek gores berbeda sendiri permainan burung flappy hewan peliharaan virtual atau mondriaan seperti karya seni  juga blok pemrograman mingguan baru diajarkan dan bersama sama kami akan mengerjakan cara untuk meningkatkan kode tertulis anda  selain itu  anda akan belajar bagaimana anda dapat mengintegrasikan pelajaran pemrograman yang sama di kelas anda untuk pendidikan dasar dan menengah  banyak prinsip pemrograman yang tercakup di awal juga berlaku untuk bahasa pemrograman lain seperti javascript dan python  pengenalan python serta perangkat keras seperti robotika dan sedikit mikro adalah bagian dari kursus online ini jika anda ingin memperluas cakupan anda  isi kursus ini didasarkan pada kursus yang digunakan di sekolah dasar di belanda dengan sukses besar  materi mengikuti kurikulum pendidikan untuk pemrograman dalam pendidikan dasar di belanda  materi lisensi adalah milik universitas delft teknologi dan ditawarkan di bawah lisensi creative commons cc oleh nc sa     lisensi internasional ,1,0.391304347826087,1,1,1
700,21,pemrograman di awal konsep pemrograman luas loop variabel struktur data didaktik pemrograman dalam pendidikan dan mengintegrasikan ini di kelas anda sendiri,2,0.5714285714285714,1,1,0
701,2,teknologi blockchain,0,0.5,1,0,0
702,180,dikembangkan oleh blockchain di berkeley dan fakultas dari uc berkeley departemen ilmu komputer utama kursus ini memberikan gambaran luas dari banyak topik yang berkaitan dengan dan membangun di atas fondasi teknologi bitcoin dan blockchain  kursus ini mencakup banyak topik utama dalam ruang blockchain  pertama kita melihat sistem terdistribusi dan mekanisme konsensus alternatif serta kriptoekonomi dan bukti kepemilikan  kemudian kita beralih ke aplikasi mendasar dari teknologi bitcoin dan blockchain termasuk mengeksplorasi implementasi blockchain perusahaan jp morgan s quorum ripple tendermint dan hyperledger tantangan dan solusi seputar penskalaan blockchain skala dan langkah langkah yang diambil pemerintah untuk mengatur dan mengontrol teknologi blockchain  kami menyelesaikan kursus dengan juga melihat berbagai usaha blockchain hari ini dan menyimpulkan dengan percobaan pemikiran masa depan blockchain  kursus ini terbuka untuk siapa pun dengan latar belakang apa pun  apakah anda merencanakan langkah karir anda berikutnya sebagai pengembang blockchain developer data analis analis atau konsultan atau hanya mencari pengenalan untuk blockchain  kursus ini akan membantu anda memulai untuk mengembangkan keterampilan penting yang dibutuhkan untuk membuktikan masa depan karir anda  ini adalah kursus kedua dalam program sertifikat profesional fundamental blockchain ,1,0.42777777777777776,1,1,1
703,158,definisi formal dari konsensus terdistribusi dan topik mendasar seperti teorema cap dan masalah jenderal bizantium  mekanisme konsensus alternatif untuk bukti kerja bitcoin termasuk bukti voting berdasarkan voting algoritma dan konsensus federasi  arti dan sifat sifat cryptoeconomics yang berkaitan dengan dua kriptografi dan ekonomi bidang komposisi serta tujuan untuk cryptoeconomics sehubungan dengan sistem terdistribusi fundamental berbagai implementasi blockchain tingkat perusahaan seperti jp morgan s quorum ripple tendermint dan hyperledger termasuk industri gunakan case untuk blockchain icos dan peraturan yang meningkat seputar blockchain  tantangan dengan skala dan hambatan untuk adopsi blockchain secara luas serta solusi yang mungkin dalam skala vertikal misalnya blocksize meningkatkan saksi terpisah dan jaringan petir dan skala horizontal  mis  sidechains sharding  langkah langkah yang diambil pemerintah untuk mengatur dan mengontrol teknologi blockchain  mis  anti pencucian uang dan tahu peraturan pelanggan anda anonimitas tujuan dan teknik pemerintah untuk deanonymization entitas di blockchain  sebuah pandangan eksplorasi ke dalam usaha usaha blockchain hari ini seperti icos kapitalisme ventura dan crowdfunding ,2,0.5379746835443038,1,1,1
704,4,paradigma dasar pemrograman komputer,0,0.75,0,0,0
705,171,louv   x dan louv   x bersama sama memberikan pengantar untuk semua teknik konsep pemrograman utama dan paradigma dalam kerangka kerja yang terpadu  kami mencakup tiga paradigma pemrograman utama yang berorientasi objek fungsional dan aliran data deklaratif  dua kursus ditargetkan untuk orang orang dengan pengetahuan dasar tentang pemrograman  itu akan sangat berguna untuk memulai program mahasiswa tetapi pendekatan yang tidak konvensional harus berwawasan bahkan untuk para profesional yang berpengalaman  louv   x mencakup konsep dasar  anda akan belajar teknik pemrograman fungsional dan struktur datanya  anda akan menggunakan semantik formal sederhana untuk semua konsep dan melihat konsep konsep yang diilustrasikan dengan kode praktis yang berjalan pada platform open source yang menyertai sistem pemrograman mozart  louv   x mencakup status abstraksi data dan konkurensi  anda akan mempelajari empat cara untuk melakukan abstraksi data dan mendiskusikan trade off antara objek dan tipe data abstrak  anda akan terkena aliran data deterministik paradigma yang paling berguna untuk pemrograman konkuren dan belajar bagaimana ia menghindari kondisi balapan  untuk mempelajari lebih lanjut tentang organisasi praktis dari dua program menonton video pengantar ,1,0.4093567251461988,1,1,1
706,50,bagaimana menentukan masalah memecahnya menjadi langkah dasar mereka dan merancang algoritma dan abstraksi untuk menyelesaikannya bagaimana memilih paradigma pemrograman yang tepat dan menulis program dalam paradigma ini untuk memecahkan masalah bagaimana menggunakan semantik formal untuk berpikir tentang program yang benar bagaimana menulis program konkuren kecil dalam paradigma aliran data deterministik,2,0.36,0,0,1
707,6,blockchain untuk bisnis pengenalan teknologi hyperledger,0,0.8333333333333334,1,0,0
708,307,menemukan kekuatan blockchain bisnis dan teknologi buku besar didistribusikan dengan ikhtisar hyperledger dan perkenalan untuk kerangka utamanya  di seluruh pasar global ada buku besar yang harus dipercaya oleh organisasi dan individu  catatan teknologi blockchain menjanjikan transaksi perdagangan atau hanya barang barang yang tidak pernah ingin hilang yang memungkinkan setiap orang dalam suatu ekosistem untuk menyimpan salinan sistem catatan umum  kursus pengantar ini secara hati hati dikuratori untuk khalayak teknis dan non teknis  itu menguji blockchains untuk perusahaan dan sejumlah kasus penggunaan terkait dari hyperledger komunitas industri silang global dari komunitas yang diselenggarakan oleh fondasi linux dan memajukan teknologi blockchain bisnis  hyperledger menginkubasi dan mempromosikan perangkat lunak blockchain bisnis kelas sumber terbuka di mana setiap orang dapat mengatur aplikasi untuk memenuhi kebutuhan lintas industri  kursus ini mencakup fitur utama teknologi blockchain dan pembeda antara berbagai jenis proyek hyperledger  kami akan mulai dengan apa itu blockchain dan membuka diskusi untuk mengidentifikasi kasus penggunaan blockchain yang sesuai untuk kebutuhan bisnis anda  kemudian kami akan melakukan penyelaman mendalam ke dalam kerangka kerja blockchain hyperledger yang siap perusahaan dengan membimbing siswa melalui penerapan berbagai blockchain  siswa dengan latar belakang teknis akan belajar bagaimana untuk melakukan instalasi bersih dari hyperledger composer hyperledger indy hyperledger gigi gergaji dan kain hyperledger serta mengembangkan aplikasi sederhana di atasnya  para mahasiswa dengan latar belakang bisnis akan mendapatkan pemahaman tentang cara kerja blockchain dan bagaimana mereka dapat menciptakan nilai bagi bisnis mereka melalui penghematan biaya dan efisiensi dalam hal kecepatan dan kesederhanaan  mereka akan melihat bagaimana informasi dihasilkan disimpan dan dibagikan di berbagai blockchain serta mendapatkan alat untuk mengevaluasi apakah solusi blockchain akan cocok untuk kasus bisnis khusus mereka industri saat ini menggunakan teknologi blockchain untuk meningkatkan efisiensi dan memecahkan masalah bisnis yang terkait dengan pembagian informasi keamanan data privasi dan inklusi  berada di ujung tombak belajar tentang teknologi inovatif ini dan membawa nilai unik untuk bisnis anda ,1,0.42996742671009774,1,1,1
709,65,mendeskripsikan blockchain bisnis dan teknologi buku besar terdistribusibanyak keakraban dengan proyek hyperledger saat ini dan lintas industri menggunakan casesperform instalasi bersih dari hyperledger composer hyperledger sawtooth dan hyperledger fabric frameworkmengeksplor contoh use case application dalam konteks hyperledger composer hyperledger indy hyperledger sawtooth dan hyperledger fabric frameworksuntuk membuat aplikasi sederhana di atas hyperledger sawtooth dan hyperledger fabricbecome yang terlibat dan berkontribusi pada proyek open source hyperledger,2,0.5692307692307692,1,0,1
710,10,pengenalan ke cloud foundry dan arsitektur perangkat lunak asli cloud,0,0.6,0,0,0
711,140,apakah tim anda menggunakan cloud foundry untuk menyebarkan aplikasi atau apakah anda ingin menggunakan cloud foundry tetapi belum memiliki waktu untuk mempelajari lingo maka tentu saja ini adalah apa yang anda butuhkan cloud foundry membuatnya mudah bagi pengembang untuk memberikan nilai bisnis lebih cepat tanpa membuang waktu mendapatkan aplikasi mereka ke cloud itu sudah ada di sana  kursus ini adalah pengantar untuk pengecoran cloud termasuk distribusi yang tersedia untuk pengguna akhir ikhtisar dari komponen platform dan apa artinya menjadi cloud foundry certified  kursus ini juga mencakup instruksi teknis tentang cara menggunakan antarmuka baris perintah bagaimana aplikasi dikerahkan layanan apa yang berada dalam konteks sistem dan praktik debugging dasar  pada akhirnya  lokakarya akan membawa anda pada suatu tur melalui apa artinya membangun aplikasi asli cloud secara arsitektural dan ideologis  dalam melakukannya kami akan meninjau metode    faktor penyusunan sistem web terdistribusi modern ,1,0.42142857142857143,1,1,1
712,65,menjelajahi keamanan runtime dan jaringan pengecoran awan  how untuk membangun runtime dan dukungan kerangka dengan buildpacks  learn dua belas faktor aplikasi  pola desain untuk ketahanan dan skalabilitas  dan ambil langkah langkah yang diperlukan untuk membuat aplikasi anda cloud native     pahami bagaimana masing masing komponen pengecoran awan bergabung untuk menyediakan platform asli cloud  teknik teknik dan contoh contoh tstudy untuk menemukan masalah dalam sistem terdistribusi  n,2,0.5384615384615384,1,1,1
713,4,sejarah desain video game,0,1.0,0,0,0
714,125,video game sebagai media kembali lebih dari    tahun ke komputer mainframe  bahkan desain utama video game dapat ditelusuri kembali ke game pertama itu sendiri  tidak perlu menjadi desainer game yang baik  itu penting untuk memiliki pemahaman tentang industri desain video yang menarik  nwe u    ve bermitra dengan museum nasional yang kuat untuk memberi anda tampilan unik ke dalam sejarah dari semua hal video game  pusat internasional untuk sejarah permainan elektronik pada yang kuat adalah kumpulan publik terbesar dan terlengkap dari gim video dan materi terkait di dunia  staf dirayakan ahli di bidang dan icheg dikunjungi oleh para ahli permainan video dari seluruh dunia  anda akan mendapatkan wawasan luar biasa tentang sejarah gim video dengan eksplorasi artefak utama dari koleksi lebih dari         game dan materi elektronik ,1,0.392,1,1,0
715,41,di mana video game pertama datang dari n video game thow terhubung ke pinball why industri jatuh di    u    s when virtual reality vr pertama kali muncul di industri how permainan dari grafik masa lalu jalan menuju masa depan game n,2,0.5853658536585366,1,0,0
716,7,algoritmik maju dan teori grafik dengan python,0,0.5714285714285714,1,0,0
717,156,algoritmik dan pemrograman adalah keterampilan dasar bagi mahasiswa teknik data dan analis penggemar komputer atau pengembang  belajar bagaimana memrogram algoritma dapat menjadi membosankan jika anda belum diberi kesempatan untuk segera mempraktekkan apa yang anda pelajari  dalam kursus ini anda memenabelum hanya fokus pada teori atau mempelajari katalog metode prosedur dan konsep sederhana  sebagai gantinya  anda akan diberi tantangan di mana anda akan diminta untuk mengalahkan algoritme yang telah kami tulis untuk anda dengan menemukan solusi cerdas anda sendiri  untuk lebih spesifik  anda harus menyelesaikan rute lebih cepat daripada lawan melalui labirin saat mengambil objek  setiap minggu anda akan belajar materi baru untuk meningkatkan kecerdasan buatan anda untuk mengalahkan lawan anda  struktur ini berarti bahwa sebagai pembelajar anda akan menghadapi setiap gagasan abstrak dengan masalah dunia nyata  kita akan membahas struktur data dasar dan algoritma lanjutan untuk graf teori akurasi akurasi trade off dan bahkan teori permainan kombinatorial  kursus ini didukung oleh patrick dan lina drahi foundation ,1,0.3782051282051282,1,1,1
718,45,cara untuk mengekspresikan masalah komputasi seperti mencari jejak menggunakan teori graph untuk memilih algoritma yang tepat untuk memecahkan masalah komputasi yang diberikan bagaimana mengode solusi algoritmik dalam metode python untuk mengevaluasi solusi yang diusulkan dalam hal jumlah kompleksitas skalabilitas sumber daya atau latency akurasi kinerja,2,0.5111111111111111,0,0,1
719,5,microsoft profesional peredupan awan administrasi,0,0.8,0,0,0
720,45,kursus ini adalah bagian dari program profesional microsoft dalam administrasi cloud  program ini adalah kurikulum komprehensif yang mengajarkan anda bagaimana menerapkan infrastruktur biru  dalam proyek akhir ini anda akan melakukan tantangan untuk merancang dan mendokumentasikan solusi infrastruktur cloud biru berdasarkan apa yang telah anda pelajari ,1,0.35555555555555557,0,1,1
721,58,menerapkan keterampilan administrator cloud yang anda pelajari dalam program profesional microsoft  mengevaluasi proyek infrastruktur berskala besar dan mendokumentasikan solusi berbasis cloud yang di hosting di microsoft biru  menjawab serangkaian pertanyaan berdasarkan skenario yang menunjukkan pemahaman anda tentang tantangan teknis proyek infrastruktur cloud melakukan serangkaian tugas berbasis lab tempat anda menerapkan dan mengelola infrastruktur cloud berdasarkan skenario yang diberikan ,2,0.43103448275862066,1,1,1
722,6,microsoft profesional batu penjuru itu mendukung,0,0.6666666666666666,0,0,1
723,58,kursus ini adalah bagian dari sertifikat program profesional microsoft di dalamnya mendukung dan berfungsi sebagai penilaian akhir untuk kurikulum  mendukung proyek batu penjuru termasuk tangan pada simulasi bermain peran difasilitasi dan wawancara kerja praktek opsional  anda akan diberikan serangkaian tantangan seputar bidang bidang pokok yang memvalidasi dan menilai pemahaman dan penguasaan aspek aspek kunci yang terkait dengan dukungannya ,1,0.5,0,1,1
724,15,itu mendukung keterampilan agen proses pengetahuan keterampilan profesional keterampilan komunikasi pemecahan masalah interpersonal dan dokumentasi,2,0.7333333333333333,0,0,1
725,5,microsoft profesional capstone big data,0,0.8,1,0,0
726,52,kursus ini adalah bagian dari sertifikat program profesional microsoft dalam data besar  program profesional microsoft untuk data besar adalah kurikulum komprehensif yang mengajarkan anda cara membuat solusi data besar  dalam proyek batu penjuru ini anda akan melakukan tantangan untuk merancang menerapkan dan mendokumentasikan solusi data besar berdasarkan apa yang telah anda pelajari ,1,0.38461538461538464,0,1,1
727,20,menerapkan keterampilan data besar yang telah anda pelajari dalam program profesional microsoft untuk data besar untuk membangun solusi data besar ,2,0.35,0,1,1
728,6,microsoft profesional batu permata buatan kecerdasan,0,0.8333333333333334,0,0,0
729,109,kursus ini adalah bagian dari program profesional microsoft dalam kecerdasan buatan  menunjukkan pengetahuan dan keterampilan yang anda peroleh selama program profesional microsoft untuk kecerdasan buatan dan memecahkan masalah ai dunia nyata dalam proyek batu penjuru program ini  proyek ini mengambil bentuk tantangan di mana anda akan mengembangkan solusi pembelajaran mendalam yang diuji dan dinilai untuk menentukan nilai anda  catatan kursus ini mengasumsikan anda telah menyelesaikan kursus sebelumnya dalam program profesional microsoft untuk kecerdasan buatan edx menawarkan bantuan keuangan untuk pelajar yang ingin mendapatkan sertifikat terverifikasi tetapi yang mungkin tidak dapat membayar biaya  untuk mengajukan permohonan bantuan keuangan untuk mendaftar di kursus lalu ikuti tautan ini untuk menyelesaikan permohonan bantuan ,1,0.41284403669724773,1,1,1
730,36,kursus ini tidak biasa karena merupakan ujian pengetahuan dan keterampilan yang telah anda kembangkan dengan mengambil kursus lain  titik proyek batu penjuru ini adalah untuk memungkinkan untuk mendapatkan pengalaman menerapkan keterampilan ini untuk memecahkan masalah nyata ,2,0.3333333333333333,0,1,1
731,8,microsoft profesional ujung tombak front end pengembangan web,0,0.875,0,0,0
732,116,kursus ini adalah bagian dari sertifikat program profesional microsoft dalam pengembangan web ujung depan  siswa akan menggunakan pengetahuan dan keterampilan yang diperoleh dari kursus di ujung depan jalur pengembang web untuk program profesional microsoft untuk membuat satu halaman aplikasi spa yang berfokus pada solusi dunia nyata yang potensial  solusinya menawarkan pilihan untuk mengikuti kursus yang ditentukan situs belanja online atau mendapatkan persetujuan untuk situs web yang menguntungkan non keuntungan dari pilihan s siswa  batu penjuru akan dinilai secara manual oleh pakar industri dan siswa akan diminta untuk terlibat dalam panggilan konferensi video dengan instruktur penilaian untuk membahas kode mereka  proyek yang sudah selesai harus menjadi sesuatu yang siswa akan bangga untuk menampilkan dalam portofolio mereka sendiri ,1,0.4482758620689655,0,1,1
733,20,proyek batu penjuru ini bukan tutorial melainkan proyek akhir yang dikembangkan oleh siswa berdasarkan spesifikasi yang disediakan di bagian konten ,2,0.5,1,1,0
734,9,microsoft profesional batu penjuru masuk tingkat pengembangan perangkat lunak,0,0.6666666666666666,0,0,0
735,109,kursus ini adalah bagian dari program profesional microsoft dalam pengembangan perangkat lunak tingkat entri  setelah anda menyelesaikan program pengembangan perangkat lunak tingkat pengembangan microsoft entry level  anda akan memperoleh keterampilan penting sekarang ini  waktu ini untuk menunjukkannya dalam kursus batu penjuru ini  anda akan mengikuti desain memikirkan prinsip prinsip ketika anda memutuskan apa yang ingin anda bangun menggunakan alat prototipe profesional untuk merancang antarmuka pengguna maka menggunakan teknologi yang anda pilih untuk benar benar membangun apa yang telah anda rancang  pada akhir batu penjuru ini  anda akan memiliki proyek berskala besar untuk ditambahkan ke portofolio anda untuk mendemonstrasikan semua keterampilan baru anda kepada para pemberi kerja di masa depan ,1,0.3761467889908257,0,1,1
736,44,menunjukkan keahlian desain anda dengan meneliti masalah dan merancang solusi yang berfokus pada pengguna menunjukkan keterampilan pengkodean anda dengan membangun solusi perangkat lunak dari desain anda sendiri menunjukkan kemampuan desain kode profesional anda dengan membuat basis kode yang terstruktur dengan baik dan dapat dipertahankan,2,0.3409090909090909,0,1,1
737,5,microsoft profesional batu penjuru devops,0,0.6,0,0,0
738,109,kursus ini adalah bagian dari program profesional microsoft dalam devops  proyek devops capstone akan memberikan tangan pada lingkungan lab yang akan memvalidasi keterampilan dan pengetahuan yang telah anda pelajari dengan mengambil seri kursus devops  anda akan diberikan serangkaian tugas berdasarkan sekitar bidang subjek inti yang tercakup dalam program profesional microsoft yang harus anda bangun dan selesaikan  tugas akan mencakup bidang bidang seperti mengotomatisasi penyebaran infrastruktur menggunakan template lengan manajer sumber daya biru mengkonfigurasi dan menerapkan integrasi berkelanjutan dan skenario penyebaran berkelanjutan dalam layanan tim studio visual dan juga menerapkan pengujian dan pendekatan pemantauan aplikasi dan solusi  penyelesaian tugas tugas yang berhasil akan menghasilkan lulus grade di laboratorium yang divalidasi ,1,0.47706422018348627,1,1,1
739,45,tujuan pembelajaran mengotomatisasi infrastruktur menggunakan template lengan manajer sumber daya biru menerapkan solusi integrasi berkelanjutan menerapkan pengiriman berkelanjutan dan solusi penyebaran berkelanjutan dengan layanan tim studio visual yang menerapkan solusi pengujian seperti tes unit dan pengujian dalam aplikasi implementasi solusi pemantauan produksi menggunakan wawasan aplikasi,2,0.6444444444444445,0,0,1
740,8,menggunakan gpus untuk skala dan mempercepat pembelajaran mendalam,0,0.375,0,0,1
741,197,melatih model pembelajaran mendalam kompleks dengan dataset yang sangat besar  dapat memakan waktu berjam jam dan terkadang berminggu minggu untuk berlatih  jadi apa solusi percepatan perangkat keras  anda dapat menggunakan perangkat keras yang dipercepat seperti google s tensor processing unit tpu atau nvidia gpu untuk mempercepat anda convolutional neural network computations time pada cloud  chip ini adalah yang dirancang khusus untuk mendukung pelatihan jaringan syaraf serta penggunaan jaringan terlatih inferensi  akselerasi peranti keras baru baru ini telah terbukti mengurangi waktu pelatihan secara signifikan tetapi masalahnya adalah bahwa data anda mungkin sensitif dan anda mungkin tidak merasa nyaman mengunggahnya pada awan publik yang lebih memilih untuk menganalisisnya pada premis  dalam hal ini anda perlu menggunakan sistem internal dengan dukungan gpu  salah satu solusinya adalah untuk menggunakan ibm s sistem daya dengan nvidia gpu dan powerai  the powerai platform mendukung perpustakaan pembelajaran mesin dan ketergantungan yang populer termasuk torch tensorflow caffe dan theano in kursus ini anda akan tahu apa yang dimaksud dengan percepatan hardware berbasis gpu dan bagaimana hal itu dapat bermanfaat bagi kebutuhan scaling pembelajaran mendalam anda  anda juga akan menggunakan jaringan belajar mendalam pada perangkat keras yang dipercepat untuk beberapa masalah termasuk klasifikasi gambar dan video ,1,0.40609137055837563,1,1,1
742,36,menjelaskan apa gpu adalah bagaimana hal itu dapat mempercepat perhitungan dan kelebihannya dibandingkan dengan cpu  mengimplementasikan jaringan pembelajaran dalam pada gpus  melatih dan menyebarkan jaringan pembelajaran dalam untuk klasifikasi gambar dan video serta untuk pengenalan objek ,2,0.4166666666666667,1,0,1
743,8,pengantar pemrograman java struktur dan algoritme data fundamental,0,0.75,0,0,0
